pc1,pc2,emotion_4class,speaker_id
19.663383,-8.676955,neutral,Ses03M
7.4076457,-7.533103,neutral,Ses03M
19.709988,1.9976398,neutral,Ses03M
3.6766653,20.990288,angry,Ses03M
9.443228,6.900703,angry,Ses03M
25.353037,-5.6981244,angry,Ses03M
14.674794,-1.5226724,angry,Ses03M
19.486233,-6.9859405,angry,Ses03M
19.255112,1.6675421,angry,Ses03M
7.7497225,7.3544536,angry,Ses03M
3.504378,-7.145955,happy,Ses03M
16.465757,-9.005148,neutral,Ses03M
25.05899,-5.9021277,neutral,Ses03M
25.776508,-10.057973,neutral,Ses03M
-39.61077,-27.25335,happy,Ses03M
3.2783802,-10.897894,happy,Ses03M
20.592512,-9.190601,happy,Ses03M
24.585495,-8.116729,happy,Ses03M
16.709671,-7.503368,happy,Ses03M
-11.800117,-11.061197,happy,Ses03M
-36.879078,-33.10277,happy,Ses03M
5.9083977,-7.7927294,happy,Ses03M
19.258427,-5.589384,happy,Ses03M
18.623795,-3.0836952,happy,Ses03M
22.338709,-8.696762,happy,Ses03M
27.652487,-10.213485,happy,Ses03M
-4.652103,-13.784419,happy,Ses03M
20.248344,-3.8850942,happy,Ses03M
8.190289,-7.4253807,sad,Ses03M
13.71888,-9.916503,neutral,Ses03M
-15.324474,-20.333496,sad,Ses03M
18.398502,-7.946419,sad,Ses03M
-2.4122148,-8.3944645,sad,Ses03M
23.14309,-8.520341,sad,Ses03M
18.703423,-11.576526,sad,Ses03M
-5.880114,-13.754241,sad,Ses03M
-27.496271,-24.832432,sad,Ses03M
-38.408813,-30.181389,sad,Ses03M
-1.7004848,-8.791905,sad,Ses03M
-38.35157,-33.424904,sad,Ses03M
-40.425385,-19.09002,sad,Ses03M
-24.856743,-25.258781,sad,Ses03M
-37.617996,-27.384035,sad,Ses03M
-39.882076,-27.530893,sad,Ses03M
7.129065,-7.988127,sad,Ses03M
18.859709,-7.248449,sad,Ses03M
13.846216,-11.516611,sad,Ses03M
22.526796,-8.164226,happy,Ses03M
13.612277,-6.412605,happy,Ses03M
-29.66381,-4.5216565,happy,Ses03M
11.977482,-4.3265758,happy,Ses03M
-34.921165,-11.182281,happy,Ses03M
-36.612423,11.50543,happy,Ses03M
-27.25016,4.591709,happy,Ses03M
-32.2583,0.2832739,happy,Ses03M
-8.7502575,3.7608519,happy,Ses03M
0.83662146,0.42384714,happy,Ses03M
11.8359,-9.145228,happy,Ses03M
-15.214798,-3.4864075,happy,Ses03M
-7.8910847,3.937227,happy,Ses03M
-33.173794,-4.6605954,happy,Ses03M
-36.04296,-13.520251,happy,Ses03M
-1.798197,-8.038117,happy,Ses03M
19.659758,-8.534041,neutral,Ses03M
22.986351,-4.9667063,neutral,Ses03M
16.094364,4.106419,neutral,Ses03M
-34.506817,13.116144,happy,Ses03M
12.694612,-0.9861032,neutral,Ses03M
24.57475,-8.95211,neutral,Ses03M
-29.983458,-3.9940085,happy,Ses03M
-51.315998,-10.476804,happy,Ses03M
-43.58178,-27.41325,happy,Ses03M
-20.367235,-12.4560175,happy,Ses03M
-29.52906,-20.627577,happy,Ses03M
-51.077854,0.94311035,happy,Ses03M
22.446745,-6.9630094,neutral,Ses03M
14.554315,-6.255144,neutral,Ses03M
-14.0196,-15.073982,neutral,Ses03M
13.6893,-7.337537,neutral,Ses03M
15.958485,-12.237846,neutral,Ses03M
-24.313559,10.9924135,angry,Ses03M
5.571548,-10.6858635,happy,Ses03M
-8.428465,-12.561747,happy,Ses03M
17.499859,-12.062657,happy,Ses03M
10.330764,-7.479536,happy,Ses03M
8.71409,-11.738739,neutral,Ses03M
18.573189,-11.313718,neutral,Ses03M
18.09584,-8.7751665,happy,Ses03M
27.786476,-10.67325,happy,Ses03M
0.3163281,2.6565835,neutral,Ses03M
21.59195,-4.737976,neutral,Ses03M
-8.818188,7.813931,happy,Ses03M
11.473089,-1.1973066,happy,Ses03M
7.0847206,0.94586,happy,Ses03M
-54.58217,-24.365799,happy,Ses03M
-0.19049786,1.6584028,happy,Ses03M
13.110591,7.206372,happy,Ses03M
0.1294282,-3.5444665,angry,Ses03M
6.427164,-3.9898663,angry,Ses03M
-3.8235803,-3.4897752,angry,Ses03M
15.328177,-1.7899225,angry,Ses03M
18.894638,4.46569,angry,Ses03M
9.19784,-5.255806,angry,Ses03M
12.70317,3.005486,neutral,Ses03M
-1.03299,-2.9058647,neutral,Ses03M
21.742922,-5.5823865,neutral,Ses03M
6.9624696,-1.4837303,neutral,Ses03M
-7.201161,4.0543566,angry,Ses03M
17.620293,8.421522,angry,Ses03M
29.683624,-7.903666,angry,Ses03M
21.08834,-4.649808,angry,Ses03M
27.22004,-7.8926253,angry,Ses03M
24.707645,-0.48125017,angry,Ses03M
1.7968205,-4.814257,angry,Ses03M
2.848711,-5.914959,angry,Ses03M
-19.57779,-11.334776,angry,Ses03M
13.064788,6.450631,angry,Ses03M
-32.982826,4.812808,angry,Ses03M
18.49013,-6.464394,angry,Ses03M
18.423885,-1.3542022,neutral,Ses03M
26.85414,-7.919159,angry,Ses03M
-0.73183995,5.623452,angry,Ses03M
10.270674,11.933781,angry,Ses03M
-43.068523,10.872918,angry,Ses03M
-11.804889,10.381602,angry,Ses03M
-12.516246,12.986887,angry,Ses03M
-73.20829,0.24671417,angry,Ses03M
-3.1158414,16.270473,angry,Ses03M
-1.7913892,9.153638,angry,Ses03M
-10.910535,5.3351517,angry,Ses03M
15.952614,7.230171,angry,Ses03M
-15.209985,16.494314,angry,Ses03M
9.968509,2.6299844,angry,Ses03M
3.940789,5.9305534,angry,Ses03M
-42.891586,2.99446,angry,Ses03M
2.6904666,15.618679,angry,Ses03M
11.2373495,12.761512,angry,Ses03M
17.67237,-11.166697,sad,Ses03M
26.831776,-11.758755,sad,Ses03M
19.46395,-9.726166,sad,Ses03M
8.1758995,-12.056331,sad,Ses03M
6.3345585,-9.028043,sad,Ses03M
25.76669,-9.643964,sad,Ses03M
19.155218,-10.038821,sad,Ses03M
24.733738,-9.9206915,sad,Ses03M
9.7481165,-0.4911701,sad,Ses03M
-12.78985,-9.69412,neutral,Ses03M
-6.5616503,-4.625937,neutral,Ses03M
15.327421,-5.5086637,sad,Ses03M
23.67706,-11.080999,sad,Ses03M
11.875298,-2.7886581,sad,Ses03M
11.627892,-5.4944763,sad,Ses03M
0.58278024,3.371059,sad,Ses03M
8.046761,-4.967826,sad,Ses03M
13.226445,-12.346765,sad,Ses03M
1.6295961,-12.525193,sad,Ses03M
12.50631,-7.089146,sad,Ses03M
19.143873,-13.859067,sad,Ses03M
22.685516,-11.46294,happy,Ses03M
11.130735,-6.6360226,happy,Ses03M
-14.067321,-1.5763807,happy,Ses03M
-40.14367,11.894897,happy,Ses03M
-2.166208,5.235801,happy,Ses03M
-25.359825,-5.181715,happy,Ses03M
18.040949,-3.4307814,happy,Ses03M
7.206343,1.4564607,happy,Ses03M
-2.0157173,6.785139,happy,Ses03M
-6.149756,-0.5749846,happy,Ses03M
17.479454,-4.1566167,happy,Ses03M
8.884113,-2.7405643,happy,Ses03M
-9.349684,1.5718964,happy,Ses03M
18.408833,-2.0520453,happy,Ses03M
-23.109991,-2.6711757,happy,Ses03M
-35.927113,-5.596974,happy,Ses03M
6.8981223,-7.640367,neutral,Ses03M
-2.1905105,-0.21097778,happy,Ses03M
6.654003,8.237197,happy,Ses03M
-45.926914,-6.5483217,happy,Ses03M
15.386683,5.2616143,happy,Ses03M
18.726969,-0.15582724,neutral,Ses03M
8.574845,2.1076596,happy,Ses03M
-1.872553,-5.027903,neutral,Ses03M
-1.4772135,-2.6315594,happy,Ses03M
14.6630125,-8.2319975,sad,Ses03M
21.63559,-0.81994766,angry,Ses03M
8.314239,4.962746,angry,Ses03M
24.383583,-6.953298,neutral,Ses03M
18.129948,-8.077226,neutral,Ses03M
28.612831,-11.907767,sad,Ses03M
23.33983,-3.5100286,sad,Ses03M
26.267908,-8.166986,sad,Ses03M
22.913857,-8.229419,neutral,Ses03M
-7.177994,-0.7265454,happy,Ses03M
-7.5674105,11.815935,angry,Ses03M
-6.312112,11.861458,angry,Ses03M
0.031880524,9.600237,angry,Ses03M
19.841558,2.6010313,angry,Ses03M
25.152313,-0.7712827,angry,Ses03M
24.674,0.5988222,angry,Ses03M
13.865561,9.89075,angry,Ses03M
20.448065,1.0480096,angry,Ses03M
14.18902,12.110027,angry,Ses03M
4.2534027,11.394104,angry,Ses03M
-17.019032,11.587346,angry,Ses03M
-19.912678,12.959415,angry,Ses03M
20.074057,5.1308527,angry,Ses03M
-8.408948,17.286427,angry,Ses03M
-2.6460946,19.225384,angry,Ses03M
-31.797222,21.758196,angry,Ses03M
6.385909,13.954522,angry,Ses03M
16.456352,8.74238,angry,Ses03M
2.3106241,2.6577497,angry,Ses03M
24.927685,-2.8395846,angry,Ses03M
13.273032,6.325253,angry,Ses03M
8.809175,12.284289,angry,Ses03M
-23.427094,12.541933,angry,Ses03M
13.603731,7.5190535,angry,Ses03M
5.850606,2.9499543,angry,Ses03M
13.206819,2.8843393,angry,Ses03M
-0.9733582,1.2243869,happy,Ses03M
21.065792,-1.2340832,angry,Ses03M
-22.753193,-4.4280868,angry,Ses03M
-22.622519,0.7304788,angry,Ses03M
-9.164479,6.1922116,angry,Ses03M
11.151613,2.1971776,angry,Ses03M
-2.7709467,12.373455,angry,Ses03M
23.390987,-7.4618797,neutral,Ses03M
-1.1849355,4.2395096,angry,Ses03M
19.02932,5.109279,angry,Ses03M
9.954935,12.473008,angry,Ses03M
-3.1406302,4.27372,angry,Ses03M
-9.608526,0.69631636,angry,Ses03M
9.673225,0.82638556,angry,Ses03M
-13.340694,9.677036,angry,Ses03M
19.058828,-2.1784394,angry,Ses03M
-43.76347,-5.601443,angry,Ses03M
-9.195166,6.578029,angry,Ses03M
-35.019356,-3.2010362,angry,Ses03M
15.380122,-7.7160387,angry,Ses03M
19.598373,-11.044293,sad,Ses03M
22.370985,-10.846439,sad,Ses03M
21.24168,-12.546064,sad,Ses03M
9.448704,-9.928677,sad,Ses03M
11.149118,-10.3955765,sad,Ses03M
10.296897,-11.251271,sad,Ses03M
7.8111854,-9.660603,sad,Ses03M
23.2318,-12.911312,sad,Ses03M
-10.891988,-15.952648,sad,Ses03M
7.4489636,-13.762874,sad,Ses03M
1.2350688,-12.970104,sad,Ses03M
2.5083628,-7.7713113,sad,Ses03M
17.033129,-8.654661,sad,Ses03M
14.964013,-8.042764,sad,Ses03M
17.598112,-9.297221,sad,Ses03M
7.14465,-10.995457,sad,Ses03M
9.007746,-10.176596,sad,Ses03M
7.684912,-12.044156,sad,Ses03M
8.076466,-12.129778,sad,Ses03M
-12.53754,-17.780813,sad,Ses03M
11.883204,-9.44393,sad,Ses03M
4.230804,-8.388999,sad,Ses03M
18.304737,-9.455093,sad,Ses03M
19.181198,-14.939318,sad,Ses03M
23.870861,-11.636146,sad,Ses03M
8.416781,-7.890356,sad,Ses03M
-23.712305,-17.578209,sad,Ses03M
7.893263,-11.393172,sad,Ses03M
12.361991,-10.333654,sad,Ses03M
13.776217,-12.990014,sad,Ses03M
25.86737,-12.242408,sad,Ses03M
22.841679,-9.62897,sad,Ses03M
23.420578,-9.958358,sad,Ses03M
-2.3681726,1.028992,happy,Ses03M
-3.9897456,14.675173,happy,Ses03M
22.776295,0.27541807,happy,Ses03M
18.212236,4.102627,happy,Ses03M
16.992086,-4.9637218,happy,Ses03M
28.386278,-3.5935688,happy,Ses03M
-5.1373153,9.109799,happy,Ses03M
27.58052,-9.426731,neutral,Ses03M
17.669064,8.918593,happy,Ses03M
7.467582,3.5183358,happy,Ses03M
-38.186142,1.2447051,happy,Ses03M
-12.950924,-3.965869,happy,Ses03M
2.2664971,0.17336221,happy,Ses03M
25.844156,-9.408426,happy,Ses03M
5.207621,-2.6738517,happy,Ses03M
-28.33153,-4.022732,happy,Ses03M
27.066072,-8.44746,happy,Ses03M
-9.972698,1.2261019,happy,Ses03M
5.594273,1.3530734,happy,Ses03M
-4.7481112,0.22314236,happy,Ses03M
15.176633,-0.19602221,happy,Ses03M
-28.263239,-12.77585,happy,Ses03M
2.3817236,-7.326714,neutral,Ses03M
14.584904,-7.734766,neutral,Ses03M
-21.084747,-9.798712,neutral,Ses03M
15.657252,-10.282315,neutral,Ses03M
-7.658825,0.93154067,neutral,Ses03M
9.48926,5.6423664,neutral,Ses03M
-32.382698,-8.603679,neutral,Ses03M
10.862488,7.750447,neutral,Ses03M
-0.86949766,-2.250458,neutral,Ses03M
13.911518,0.90102226,neutral,Ses03M
-6.2711573,-2.9165204,neutral,Ses03M
-24.898933,-13.01989,neutral,Ses03M
-13.021636,-1.2235152,neutral,Ses03M
-10.386438,1.1968492,neutral,Ses03M
17.235706,4.425392,neutral,Ses03M
6.2568645,-6.471661,neutral,Ses03M
-36.549644,-13.569255,neutral,Ses03M
-8.480039,6.668172,neutral,Ses03M
-22.68097,-2.591869,neutral,Ses03M
4.382752,-4.664434,neutral,Ses03M
7.509374,-5.2717047,neutral,Ses03M
13.639681,-5.2460084,neutral,Ses03M
9.90981,-7.2691393,neutral,Ses03M
19.092527,-6.4482303,neutral,Ses03M
-22.449987,-2.771464,neutral,Ses03M
22.91213,-6.877935,neutral,Ses03M
-21.397518,-8.845295,neutral,Ses03M
1.8502101,2.111009,neutral,Ses03M
7.2939253,0.059588075,neutral,Ses03M
3.1934533,-1.6968387,neutral,Ses03M
-45.105392,-12.792402,neutral,Ses03M
15.6332855,2.981837,neutral,Ses03M
-3.6448512,-2.4769106,neutral,Ses03M
3.895353,-11.101148,neutral,Ses03M
-12.962503,-17.380219,neutral,Ses03M
-30.151676,-10.861633,neutral,Ses03M
-26.473597,1.1817645,neutral,Ses03M
-13.587636,3.1365552,neutral,Ses03M
2.4579296,-2.5746248,neutral,Ses03M
-20.330755,-5.1660304,neutral,Ses03M
13.458611,2.8901987,neutral,Ses03M
11.857272,-4.6647997,neutral,Ses03M
-4.892605,-3.3704052,neutral,Ses03M
19.085125,-6.8874583,neutral,Ses03M
-32.78876,-19.896059,neutral,Ses03M
22.398308,-5.370663,neutral,Ses03M
16.531229,-8.375911,neutral,Ses03M
8.165556,-10.396333,neutral,Ses03M
17.093283,-11.421331,sad,Ses03M
20.190935,-7.408186,sad,Ses03M
-25.208296,-14.365151,sad,Ses03M
0.935685,-9.741093,sad,Ses03M
3.4802287,-11.905229,sad,Ses03M
23.371223,-10.570406,sad,Ses03M
21.039314,-8.790974,sad,Ses03M
-2.8904235,-11.058694,sad,Ses03M
-26.998438,-11.025695,angry,Ses03M
-55.51108,-19.174278,angry,Ses03M
10.517762,-0.8045689,angry,Ses03M
12.092168,-9.687688,neutral,Ses03M
16.519606,-10.860677,neutral,Ses03M
11.632664,-3.8384929,neutral,Ses03M
-66.077156,-7.4883776,angry,Ses03M
24.9063,-9.057939,angry,Ses03M
15.8869,-9.065876,neutral,Ses03M
22.267601,-8.353765,neutral,Ses03M
4.3578706,-8.115412,sad,Ses03M
-2.661073,-5.4936237,neutral,Ses03M
-25.624168,-27.25649,sad,Ses03M
14.947599,-8.94854,neutral,Ses03M
2.552282,-10.871714,neutral,Ses03M
0.13156989,-9.564764,angry,Ses03M
0.88251317,2.0443616,angry,Ses03M
-53.640656,-22.497715,angry,Ses03M
14.145451,-12.749008,neutral,Ses03M
5.365846,1.5921183,sad,Ses03M
16.154478,-12.337634,sad,Ses03M
10.36167,-13.263045,sad,Ses03M
6.7791295,4.8783255,neutral,Ses03M
4.4546227,3.5057206,neutral,Ses03M
24.952396,-7.8361473,neutral,Ses03M
13.550815,-7.3483386,neutral,Ses03M
-41.49075,6.389347,angry,Ses03M
4.123167,2.7760892,angry,Ses03M
19.913254,-2.7446456,angry,Ses03M
-10.250616,4.667924,angry,Ses03M
16.476576,-11.455485,neutral,Ses03M
24.662197,-10.483925,neutral,Ses03M
-0.022977786,-10.412109,happy,Ses03M
22.282036,-8.036045,happy,Ses03M
19.049911,-6.7901263,happy,Ses03M
3.5896697,-16.464598,happy,Ses03M
-8.529536,-16.844675,happy,Ses03M
1.0299777,-13.919551,happy,Ses03M
-7.6018176,-12.53548,sad,Ses03M
3.654089,-10.739701,sad,Ses03M
21.740135,-10.324148,sad,Ses03M
23.94566,-12.852757,sad,Ses03M
1.659944,-11.043925,sad,Ses03M
-32.59086,-35.154984,sad,Ses03M
-23.38815,-23.419096,sad,Ses03M
-33.894276,-31.21134,sad,Ses03M
-10.845621,-20.541483,sad,Ses03M
-33.630753,-23.924913,sad,Ses03M
-37.233192,-27.014744,sad,Ses03M
-40.471897,-26.562166,sad,Ses03M
-24.238546,-21.430151,sad,Ses03M
-6.566148,-8.046415,sad,Ses03M
-33.92471,-37.289024,sad,Ses03M
6.862292,-11.607731,sad,Ses03M
-3.9197297,-18.018948,sad,Ses03M
13.110472,-10.091262,happy,Ses03M
25.73188,-11.910285,happy,Ses03M
-24.040813,-15.56924,happy,Ses03M
0.21433154,-3.0829327,happy,Ses03M
-32.490658,-14.033439,happy,Ses03M
-22.97368,0.36553898,happy,Ses03M
-8.208521,-1.5153407,happy,Ses03M
-24.784399,2.5389102,happy,Ses03M
-14.229218,-16.674185,happy,Ses03M
-48.732887,-21.076014,happy,Ses03M
-0.08247528,-9.719592,happy,Ses03M
16.813444,-4.7589636,neutral,Ses03M
-64.65371,-12.800669,happy,Ses03M
-52.46485,-21.37648,happy,Ses03M
-12.482659,-4.418649,happy,Ses03M
18.047241,3.2206843,happy,Ses03M
-53.322495,-20.381353,happy,Ses03M
11.321521,-2.4115784,happy,Ses03M
-13.931565,9.68135,happy,Ses03M
-8.879703,-0.9723886,happy,Ses03M
-55.86716,-22.408644,happy,Ses03M
-55.944344,-22.162855,happy,Ses03M
-34.531437,-27.196737,happy,Ses03M
-13.722103,-10.442967,happy,Ses03M
-9.258232,5.2898545,happy,Ses03M
15.60605,-10.963426,happy,Ses03M
18.98324,-7.9168234,happy,Ses03M
19.683947,-9.243451,happy,Ses03M
3.7043526,-10.511948,neutral,Ses03M
-36.602974,-16.89783,neutral,Ses03M
9.644513,-12.50347,neutral,Ses03M
-1.7563792,-12.860026,neutral,Ses03M
-18.928356,-20.326828,neutral,Ses03M
24.975985,-9.631571,neutral,Ses03M
12.580454,-3.8120737,angry,Ses03M
-45.16684,-6.987763,angry,Ses03M
-58.953,-19.9523,angry,Ses03M
-33.6069,-3.8788207,angry,Ses03M
18.550104,-0.51266384,angry,Ses03M
24.367306,-7.488689,angry,Ses03M
11.489774,-9.214282,sad,Ses03M
8.244617,-10.897631,sad,Ses03M
13.90527,-3.7037134,happy,Ses03M
12.887879,-12.492723,happy,Ses03M
-0.43401438,-13.275941,happy,Ses03M
22.745598,-11.386696,happy,Ses03M
23.562086,-5.924902,happy,Ses03M
16.510986,9.1672125,happy,Ses03M
21.993948,-5.7736034,neutral,Ses03M
-2.7328136,-7.169771,neutral,Ses03M
9.092541,-4.0494328,angry,Ses03M
10.741072,0.19832893,angry,Ses03M
-2.0747023,7.199014,angry,Ses03M
15.622289,-0.009233922,angry,Ses03M
15.083566,-8.908023,angry,Ses03M
16.309397,-7.321194,angry,Ses03M
21.803179,-3.5954475,neutral,Ses03M
22.376007,-8.746085,neutral,Ses03M
3.062437,-2.8804262,angry,Ses03M
-1.1605272,-2.6830552,angry,Ses03M
1.688165,-6.5068483,angry,Ses03M
15.061311,-8.355625,neutral,Ses03M
21.260393,-2.51479,neutral,Ses03M
19.755606,-7.5276937,neutral,Ses03M
14.824815,2.5536728,angry,Ses03M
-44.798195,-2.780621,angry,Ses03M
-25.45925,-13.9698,angry,Ses03M
-3.7165575,-5.653598,angry,Ses03M
9.311616,-9.811852,angry,Ses03M
12.843171,3.053695,angry,Ses03M
18.185804,-7.09902,angry,Ses03M
-5.4904876,13.467714,angry,Ses03M
-3.667257,9.420965,angry,Ses03M
18.831114,-8.228021,angry,Ses03M
-48.345776,-10.75285,angry,Ses03M
7.097821,5.6766996,angry,Ses03M
18.07074,3.598248,angry,Ses03M
-85.9507,-2.6832166,angry,Ses03M
16.632298,8.047291,angry,Ses03M
0.94058245,15.886672,angry,Ses04F
-11.8973,17.488663,angry,Ses04F
-26.266392,14.377849,angry,Ses04F
-35.433685,15.908187,angry,Ses04F
-30.512955,24.511675,angry,Ses04F
-67.28348,6.786517,angry,Ses04F
-18.733774,22.234085,angry,Ses04F
11.326846,14.572609,angry,Ses04F
-8.928574,19.912561,angry,Ses04F
-40.19962,17.793049,angry,Ses04F
10.751283,-3.563275,sad,Ses04F
21.035948,-6.0898056,sad,Ses04F
-25.75039,-12.452526,sad,Ses04F
-1.4670802,-0.32734764,sad,Ses04F
2.337738,-0.15471356,sad,Ses04F
8.939898,5.153662,sad,Ses04F
-24.307734,3.4230955,sad,Ses04F
-29.576015,-4.32391,sad,Ses04F
18.059834,-2.865518,sad,Ses04F
-11.322235,10.914865,angry,Ses04F
19.141088,-5.599936,angry,Ses04F
14.765097,6.4876337,angry,Ses04F
13.863672,3.7898355,angry,Ses04F
-38.275818,-3.0423992,sad,Ses04F
26.152498,-5.3424463,sad,Ses04F
15.164137,-1.6347475,happy,Ses04F
-2.5920079,7.7953734,happy,Ses04F
21.164652,4.379215,happy,Ses04F
-8.945013,20.815083,happy,Ses04F
16.644976,8.468573,happy,Ses04F
17.179655,9.64788,happy,Ses04F
13.771021,8.794667,happy,Ses04F
-65.8333,4.279056,happy,Ses04F
-1.8145645,19.257404,happy,Ses04F
-53.89602,1.7940954,happy,Ses04F
20.760073,2.742226,happy,Ses04F
13.832096,11.860648,happy,Ses04F
-22.63672,20.350658,happy,Ses04F
-1.742823,12.019117,happy,Ses04F
-13.5511675,11.811138,happy,Ses04F
20.972805,1.1485918,happy,Ses04F
20.981367,7.9399815,happy,Ses04F
-30.69595,13.613983,happy,Ses04F
-15.8682165,14.72653,happy,Ses04F
26.950502,-2.7809694,happy,Ses04F
-9.462922,17.169863,happy,Ses04F
22.18972,2.4917276,happy,Ses04F
21.352798,3.4037006,happy,Ses04F
-8.40159,13.961095,happy,Ses04F
-8.16255,13.1398,happy,Ses04F
12.507923,2.8241644,happy,Ses04F
0.61604327,14.044276,happy,Ses04F
10.551583,16.377062,happy,Ses04F
12.41435,14.485544,happy,Ses04F
-27.423553,19.382679,happy,Ses04F
-3.2612464,14.0737095,happy,Ses04F
23.595306,1.1018904,happy,Ses04F
10.587671,-3.4353416,neutral,Ses04F
-22.051619,23.257338,angry,Ses04F
-7.609798,17.146763,angry,Ses04F
-82.293495,0.78024334,angry,Ses04F
4.2380724,15.2001295,angry,Ses04F
-41.221226,16.620579,angry,Ses04F
13.83321,13.537994,angry,Ses04F
-26.55342,19.252407,angry,Ses04F
17.71043,4.702625,angry,Ses04F
-4.2291203,14.552888,angry,Ses04F
-39.449783,16.19436,angry,Ses04F
-9.69477,17.675028,angry,Ses04F
-23.303616,17.396736,angry,Ses04F
1.490331,8.550596,angry,Ses04F
12.808692,12.317284,angry,Ses04F
-6.6905723,20.771667,angry,Ses04F
-60.514103,16.596472,angry,Ses04F
3.1184769,12.276706,angry,Ses04F
-76.32696,0.6193392,angry,Ses04F
-15.043722,23.553452,angry,Ses04F
-86.221436,-0.7737053,angry,Ses04F
-58.246025,9.955293,angry,Ses04F
-23.070726,19.148079,angry,Ses04F
-27.587082,20.889042,angry,Ses04F
-63.10415,8.88222,angry,Ses04F
15.469769,8.737712,angry,Ses04F
-19.466015,14.538721,angry,Ses04F
3.2565088,14.186579,angry,Ses04F
-57.21458,9.355796,angry,Ses04F
23.620552,-4.044004,sad,Ses04F
-41.338093,-18.623219,sad,Ses04F
-38.311436,-15.027964,sad,Ses04F
18.501461,4.5408826,sad,Ses04F
-36.218407,-16.83458,sad,Ses04F
-54.263214,-9.685923,sad,Ses04F
14.625108,-0.8010137,sad,Ses04F
15.504471,-2.8729634,sad,Ses04F
-34.080135,3.3534663,happy,Ses04F
6.3305044,10.479031,happy,Ses04F
26.759003,-6.3153467,sad,Ses04F
14.689367,9.534896,happy,Ses04F
16.307419,6.6179404,happy,Ses04F
13.465029,16.614891,happy,Ses04F
16.171547,14.05621,happy,Ses04F
6.2367454,12.800717,happy,Ses04F
-14.004124,16.026257,happy,Ses04F
9.844702,12.892312,happy,Ses04F
4.023833,13.303061,happy,Ses04F
8.543023,18.586987,happy,Ses04F
9.372716,14.068657,happy,Ses04F
-12.300577,13.384334,happy,Ses04F
15.627766,11.40327,happy,Ses04F
-6.1306777,12.475298,happy,Ses04F
7.7816443,12.433288,happy,Ses04F
-17.934275,15.324817,happy,Ses04F
9.942068,11.860943,happy,Ses04F
-10.677187,13.744262,happy,Ses04F
10.87124,3.300809,happy,Ses04F
-7.6327915,12.943066,happy,Ses04F
-5.9775023,12.516521,happy,Ses04F
-4.116755,18.459003,happy,Ses04F
-34.28086,17.274902,happy,Ses04F
10.206912,17.5173,happy,Ses04F
16.11418,5.6147614,happy,Ses04F
10.996776,6.97079,happy,Ses04F
-14.240779,17.1012,happy,Ses04F
10.482697,13.332959,happy,Ses04F
17.473385,2.6210966,happy,Ses04F
22.640785,1.4973904,happy,Ses04F
15.588779,6.9449487,happy,Ses04F
25.390175,2.476542,happy,Ses04F
7.6091075,10.860639,happy,Ses04F
6.1422505,8.788945,happy,Ses04F
9.590575,4.8468156,happy,Ses04F
4.607855,17.252829,happy,Ses04F
21.530136,2.3249762,happy,Ses04F
21.068476,3.680607,happy,Ses04F
19.88624,4.525397,happy,Ses04F
-9.048147,16.643581,happy,Ses04F
-29.688715,21.336193,happy,Ses04F
12.7776785,8.636201,happy,Ses04F
-1.8259543,13.81645,happy,Ses04F
5.785617,17.621967,happy,Ses04F
-18.539137,16.084066,happy,Ses04F
19.651703,1.7818522,happy,Ses04F
21.898872,5.3240275,happy,Ses04F
18.0044,7.7844777,happy,Ses04F
21.49488,0.87842643,happy,Ses04F
9.270266,8.510625,happy,Ses04F
17.517904,6.4923954,happy,Ses04F
24.795216,1.9616711,happy,Ses04F
-46.790257,2.4632201,happy,Ses04F
-0.49880928,11.30763,happy,Ses04F
-63.69279,4.277017,happy,Ses04F
3.4905696,12.379849,happy,Ses04F
25.05336,1.8978841,happy,Ses04F
-5.7498474,17.078646,happy,Ses04F
-24.691315,12.708661,neutral,Ses04F
13.094001,9.092134,neutral,Ses04F
-16.312855,11.653526,neutral,Ses04F
-5.829625,9.870917,neutral,Ses04F
5.89156,7.559748,neutral,Ses04F
-69.723076,-5.1830573,neutral,Ses04F
-40.119335,10.337047,neutral,Ses04F
12.129576,10.855722,angry,Ses04F
21.249655,-3.436841,sad,Ses04F
9.226787,16.766785,angry,Ses04F
16.804087,8.145885,angry,Ses04F
1.5927926,17.246202,angry,Ses04F
-46.86109,11.485166,angry,Ses04F
-30.788256,12.627526,angry,Ses04F
13.176164,2.2656229,neutral,Ses04F
-7.4129324,20.964123,angry,Ses04F
-10.977658,15.547285,angry,Ses04F
-20.505281,18.701742,angry,Ses04F
-41.05311,9.297553,angry,Ses04F
-2.8838332,15.377491,neutral,Ses04F
4.4439006,18.163626,angry,Ses04F
-41.61126,12.051607,angry,Ses04F
-37.049404,9.658192,angry,Ses04F
16.32033,3.158512,angry,Ses04F
-1.1177162,16.19038,angry,Ses04F
10.201833,11.635926,angry,Ses04F
1.7622204,4.815498,angry,Ses04F
-20.368301,19.68881,angry,Ses04F
1.6765264,9.471383,angry,Ses04F
10.78901,-1.6172875,angry,Ses04F
14.646169,4.864054,angry,Ses04F
6.393585,8.561359,angry,Ses04F
5.091652,11.753817,angry,Ses04F
15.058239,-4.779227,angry,Ses04F
-3.674703,11.475574,angry,Ses04F
-17.93238,17.768309,angry,Ses04F
-6.876456,8.847626,angry,Ses04F
-16.8285,16.148365,angry,Ses04F
-37.813427,6.4460044,angry,Ses04F
