train_sample_id,sample_id,utterance_id,conversation_id,session,speaker_id,gender,original_emotion,emotion,start_time,end_time,eval_duration,valence,arousal,dominance,wav_path,wav_found,duration,sample_rate,channels,transcript,transcript_found,transcript_file,eval_file,is_4class,emotion_4class,emotion_id,valence_norm,arousal_norm,dominance_norm,source_dataset,word_count,transcript_norm_for_match
iemocap_train_00940,iemocap_01364,Ses01M_script01_1_M042,Ses01M_script01_1,Ses01,Ses01M,male,sad,sad,418.6034,423.2925,4.689099999999996,3.0,2.0,3.3333,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M042.wav,True,4.6890625,16000,1,"No, you don't.  I'm a pretty tough guy.",True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/transcriptions/Ses01M_script01_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/EmoEvaluation/Ses01M_script01_1.txt,True,sad,2,0.5,0.25,0.583325,IEMOCAP_full_release,8,no you dont im a pretty tough guy
iemocap_train_03146,iemocap_05316,Ses03M_script01_1_M047,Ses03M_script01_1,Ses03,Ses03M,male,sad,sad,414.2156,418.5924,4.376800000000003,3.0,2.5,3.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M047.wav,True,4.3768125,16000,1,No you don't.  I'm a pretty tough guy.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/dialog/transcriptions/Ses03M_script01_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/dialog/EmoEvaluation/Ses03M_script01_1.txt,True,sad,2,0.5,0.375,0.625,IEMOCAP_full_release,8,no you dont im a pretty tough guy
iemocap_train_01477,iemocap_03211,Ses02M_script01_2_F002,Ses02M_script01_2,Ses02,Ses02F,female,ang,angry,15.21,18.38,3.169999999999998,2.6667,2.3333,3.3333,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_2/Ses02M_script01_2_F002.wav,True,3.17,16000,1,Nobody comes seven hundred miles just to see.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script01_2.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script01_2.txt,True,angry,1,0.416675,0.333325,0.583325,IEMOCAP_full_release,8,nobody comes seven hundred miles just to see
iemocap_train_03674,iemocap_07453,Ses04M_script01_2_F003,Ses04M_script01_2,Ses04,Ses04F,female,ang,angry,19.04,22.91,3.870000000000001,2.3333,3.0,3.6667,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script01_2/Ses04M_script01_2_F003.wav,True,3.87,16000,1,Nobody comes seven hundred miles just to see.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session4/dialog/transcriptions/Ses04M_script01_2.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session4/dialog/EmoEvaluation/Ses04M_script01_2.txt,True,angry,1,0.333325,0.5,0.666675,IEMOCAP_full_release,8,nobody comes seven hundred miles just to see
iemocap_train_04790,iemocap_09642,Ses05M_script01_2_F002,Ses05M_script01_2,Ses05,Ses05F,female,neu,neutral,18.51,21.46,2.9499999999999997,2.3333,3.3333,3.6667,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_2/Ses05M_script01_2_F002.wav,True,2.9499375,16000,1,Nobody comes seven hundred miles just to see.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/transcriptions/Ses05M_script01_2.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/EmoEvaluation/Ses05M_script01_2.txt,True,neutral,0,0.333325,0.583325,0.666675,IEMOCAP_full_release,8,nobody comes seven hundred miles just to see
iemocap_train_00168,iemocap_00554,Ses01F_script02_1_F015,Ses01F_script02_1,Ses01,Ses01F,female,neu,neutral,137.29,139.6146,2.324600000000004,2.5,1.5,2.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F015.wav,True,2.3245,16000,1,Not particularly.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/transcriptions/Ses01F_script02_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/EmoEvaluation/Ses01F_script02_1.txt,True,neutral,0,0.375,0.125,0.375,IEMOCAP_full_release,2,not particularly
iemocap_train_01501,iemocap_03324,Ses02M_script02_1_F011,Ses02M_script02_1,Ses02,Ses02F,female,neu,neutral,132.71,134.56,1.8499999999999943,2.0,3.0,3.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_F011.wav,True,1.85,16000,1,Not particularly.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script02_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script02_1.txt,True,neutral,0,0.25,0.5,0.5,IEMOCAP_full_release,2,not particularly
iemocap_train_04532,iemocap_08718,Ses05F_script02_1_F011,Ses05F_script02_1,Ses05,Ses05F,female,neu,neutral,133.6759,135.9634,2.2874999999999943,2.0,1.5,2.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/sentences/wav/Ses05F_script02_1/Ses05F_script02_1_F011.wav,True,2.2875,16000,1,Not particularly.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/transcriptions/Ses05F_script02_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/EmoEvaluation/Ses05F_script02_1.txt,True,neutral,0,0.25,0.125,0.25,IEMOCAP_full_release,2,not particularly
iemocap_train_02314,iemocap_04282,Ses03F_script02_1_F010,Ses03F_script02_1,Ses03,Ses03F,female,sad,sad,154.4974,157.2303,2.7329000000000008,2.5,3.0,3.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_F010.wav,True,2.7328125,16000,1,Not particularly.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/dialog/transcriptions/Ses03F_script02_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/dialog/EmoEvaluation/Ses03F_script02_1.txt,True,sad,2,0.375,0.5,0.625,IEMOCAP_full_release,2,not particularly
iemocap_train_03258,iemocap_05765,Ses03M_script03_2_M046,Ses03M_script03_2,Ses03,Ses03M,male,ang,angry,326.72,328.4838,1.7637999999999463,1.0,3.0,3.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_2/Ses03M_script03_2_M046.wav,True,1.76375,16000,1,Oh.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/dialog/transcriptions/Ses03M_script03_2.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/dialog/EmoEvaluation/Ses03M_script03_2.txt,True,angry,1,0.0,0.5,0.625,IEMOCAP_full_release,1,oh
iemocap_train_01058,iemocap_01730,Ses01M_script03_1_M040,Ses01M_script03_1,Ses01,Ses01M,male,hap,happy,280.09,282.94,2.8500000000000227,5.0,2.5,2.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script03_1/Ses01M_script03_1_M040.wav,True,2.85,16000,1,oh...,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/transcriptions/Ses01M_script03_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/EmoEvaluation/Ses01M_script03_1.txt,True,happy,3,1.0,0.375,0.25,IEMOCAP_full_release,1,oh
iemocap_train_02111,iemocap_03659,Ses03F_impro02_F005,Ses03F_impro02,Ses03,Ses03F,female,exc,happy,31.46,32.595,1.134999999999998,4.0,2.0,1.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro02/Ses03F_impro02_F005.wav,True,1.135,16000,1,oh.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/dialog/transcriptions/Ses03F_impro02.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/dialog/EmoEvaluation/Ses03F_impro02.txt,True,happy,3,0.75,0.25,0.0,IEMOCAP_full_release,1,oh
iemocap_train_04617,iemocap_09107,Ses05M_impro03_F005,Ses05M_impro03,Ses05,Ses05F,female,hap,happy,29.87,31.82,1.9499999999999995,4.3333,3.0,2.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_F005.wav,True,1.9499375,16000,1,oh-,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/transcriptions/Ses05M_impro03.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/EmoEvaluation/Ses05M_impro03.txt,True,happy,3,0.8333250000000001,0.5,0.25,IEMOCAP_full_release,1,oh
iemocap_train_04622,iemocap_09112,Ses05M_impro03_F010,Ses05M_impro03,Ses05,Ses05F,female,hap,happy,111.02,112.33,1.3100000000000025,4.0,2.6667,2.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_F010.wav,True,1.31,16000,1,oh.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/transcriptions/Ses05M_impro03.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/EmoEvaluation/Ses05M_impro03.txt,True,happy,3,0.75,0.416675,0.25,IEMOCAP_full_release,1,oh
iemocap_train_04632,iemocap_09122,Ses05M_impro03_F020,Ses05M_impro03,Ses05,Ses05F,female,hap,happy,165.75,166.91,1.1599999999999966,4.3333,2.3333,2.3333,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_F020.wav,True,1.1599375,16000,1,oh.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/transcriptions/Ses05M_impro03.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/EmoEvaluation/Ses05M_impro03.txt,True,happy,3,0.8333250000000001,0.333325,0.333325,IEMOCAP_full_release,1,oh
iemocap_train_05311,iemocap_09379,Ses05M_impro07_M006,Ses05M_impro07,Ses05,Ses05M,male,exc,happy,19.8,20.93,1.129999999999999,4.0,3.0,2.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro07/Ses05M_impro07_M006.wav,True,1.1299375,16000,1,oh-,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/transcriptions/Ses05M_impro07.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/EmoEvaluation/Ses05M_impro07.txt,True,happy,3,0.75,0.5,0.25,IEMOCAP_full_release,1,oh
iemocap_train_00375,iemocap_01219,Ses01M_impro07_F010,Ses01M_impro07,Ses01,Ses01F,female,neu,neutral,58.78,60.21,1.4299999999999995,3.0,2.0,2.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F010.wav,True,1.43,16000,1,Oh.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/transcriptions/Ses01M_impro07.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/EmoEvaluation/Ses01M_impro07.txt,True,neutral,0,0.5,0.25,0.25,IEMOCAP_full_release,1,oh
iemocap_train_01797,iemocap_02590,Ses02F_script03_1_M009,Ses02F_script03_1,Ses02,Ses02M,male,neu,neutral,48.15,50.17,2.020000000000003,3.0,2.0,3.6667,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M009.wav,True,2.0199375,16000,1,"Oh, darling, don't say that.",True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02F_script03_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02F_script03_1.txt,True,neutral,0,0.5,0.25,0.666675,IEMOCAP_full_release,5,oh darling dont say that
iemocap_train_02068,iemocap_03514,Ses02M_script03_1_M009,Ses02M_script03_1,Ses02,Ses02M,male,sad,sad,48.314,50.2964,1.9823999999999984,3.5,2.5,2.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script03_1/Ses02M_script03_1_M009.wav,True,1.982375,16000,1,Oh darling don't say that.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script03_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script03_1.txt,True,sad,2,0.625,0.375,0.375,IEMOCAP_full_release,5,oh darling dont say that
iemocap_train_05499,iemocap_09944,Ses05M_script03_1_M031,Ses05M_script03_1,Ses05,Ses05M,male,exc,happy,221.13,223.83,2.700000000000017,2.5,3.5,3.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M031.wav,True,2.6999375,16000,1,"Oh, I didn't hit you very hard.",True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/transcriptions/Ses05M_script03_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/EmoEvaluation/Ses05M_script03_1.txt,True,happy,3,0.375,0.625,0.625,IEMOCAP_full_release,7,oh i didnt hit you very hard
iemocap_train_05193,iemocap_08907,Ses05F_script03_1_M030,Ses05F_script03_1,Ses05,Ses05M,male,neu,neutral,218.47,220.62,2.1500000000000057,3.5,3.0,3.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_M030.wav,True,2.15,16000,1,"Oh, I didn't hit you very hard.",True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/transcriptions/Ses05F_script03_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/EmoEvaluation/Ses05F_script03_1.txt,True,neutral,0,0.625,0.5,0.5,IEMOCAP_full_release,7,oh i didnt hit you very hard
iemocap_train_02653,iemocap_03757,Ses03F_impro03_M002,Ses03F_impro03,Ses03,Ses03M,male,exc,happy,16.5675,19.0675,2.5,4.0,3.0,3.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_M002.wav,True,2.5,16000,1,"Oh, Jesus.",True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/dialog/transcriptions/Ses03F_impro03.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/dialog/EmoEvaluation/Ses03F_impro03.txt,True,happy,3,0.75,0.5,0.625,IEMOCAP_full_release,2,oh jesus
iemocap_train_00342,iemocap_01154,Ses01M_impro06_F005,Ses01M_impro06,Ses01,Ses01F,female,sad,sad,70.205,72.2704,2.065399999999997,2.5,2.0,3.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F005.wav,True,2.0654375,16000,1,Oh Jesus.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/transcriptions/Ses01M_impro06.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/EmoEvaluation/Ses01M_impro06.txt,True,sad,2,0.375,0.25,0.625,IEMOCAP_full_release,2,oh jesus
iemocap_train_01670,iemocap_02133,Ses02F_impro07_M023,Ses02F_impro07,Ses02,Ses02M,male,exc,happy,148.7694,150.1409,1.3714999999999975,4.0,2.5,2.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M023.wav,True,1.371375,16000,1,Oh man.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02F_impro07.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02F_impro07.txt,True,happy,3,0.75,0.375,0.375,IEMOCAP_full_release,2,oh man
iemocap_train_02500,iemocap_05069,Ses03M_impro07_F010,Ses03M_impro07,Ses03,Ses03F,female,hap,happy,73.7,75.255,1.5549999999999926,3.5,3.0,2.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F010.wav,True,1.555,16000,1,Oh man.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/dialog/transcriptions/Ses03M_impro07.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/dialog/EmoEvaluation/Ses03M_impro07.txt,True,happy,3,0.625,0.5,0.375,IEMOCAP_full_release,2,oh man
iemocap_train_02481,iemocap_05013,Ses03M_impro06_F008,Ses03M_impro06,Ses03,Ses03F,female,sad,sad,96.6931,98.8348,2.1417,1.5,2.5,3.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_F008.wav,True,2.1416875,16000,1,Oh man.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/dialog/transcriptions/Ses03M_impro06.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/dialog/EmoEvaluation/Ses03M_impro06.txt,True,sad,2,0.125,0.375,0.625,IEMOCAP_full_release,2,oh man
iemocap_train_02731,iemocap_04023,Ses03F_impro08_M010,Ses03F_impro08,Ses03,Ses03M,male,ang,angry,73.77,76.9,3.1300000000000097,1.5,3.5,4.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro08/Ses03F_impro08_M010.wav,True,3.1299375,16000,1,"Oh, my God.",True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/dialog/transcriptions/Ses03F_impro08.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/dialog/EmoEvaluation/Ses03F_impro08.txt,True,angry,1,0.125,0.625,0.75,IEMOCAP_full_release,3,oh my god
iemocap_train_02657,iemocap_03765,Ses03F_impro03_M010,Ses03F_impro03,Ses03,Ses03M,male,exc,happy,77.245,78.5916,1.3465999999999951,4.0,2.5,3.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_M010.wav,True,1.3465625,16000,1,"Oh, my God.",True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/dialog/transcriptions/Ses03F_impro03.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/dialog/EmoEvaluation/Ses03F_impro03.txt,True,happy,3,0.75,0.375,0.625,IEMOCAP_full_release,3,oh my god
iemocap_train_03560,iemocap_06996,Ses04M_impro03_F010,Ses04M_impro03,Ses04,Ses04F,female,exc,happy,110.8553,113.25,2.3947000000000003,4.5,4.0,3.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro03/Ses04M_impro03_F010.wav,True,2.394625,16000,1,"Oh, my God.",True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session4/dialog/transcriptions/Ses04M_impro03.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session4/dialog/EmoEvaluation/Ses04M_impro03.txt,True,happy,3,0.875,0.75,0.625,IEMOCAP_full_release,3,oh my god
iemocap_train_04903,iemocap_08066,Ses05F_impro03_M006,Ses05F_impro03,Ses05,Ses05M,male,exc,happy,17.85,19.88,2.0299999999999976,4.5,4.0,4.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_M006.wav,True,2.0299375,16000,1,Oh my gosh.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/transcriptions/Ses05F_impro03.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/EmoEvaluation/Ses05F_impro03.txt,True,happy,3,0.875,0.75,0.75,IEMOCAP_full_release,3,oh my gosh
iemocap_train_04905,iemocap_08068,Ses05F_impro03_M008,Ses05F_impro03,Ses05,Ses05M,male,exc,happy,25.35,27.2,1.8499999999999976,4.0,3.5,4.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_M008.wav,True,1.85,16000,1,Oh my gosh.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/transcriptions/Ses05F_impro03.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/EmoEvaluation/Ses05F_impro03.txt,True,happy,3,0.75,0.625,0.75,IEMOCAP_full_release,3,oh my gosh
iemocap_train_04698,iemocap_09297,Ses05M_impro06_F003,Ses05M_impro06,Ses05,Ses05F,female,sad,sad,33.17,34.88,1.7100000000000009,2.0,3.0,1.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro06/Ses05M_impro06_F003.wav,True,1.7099375,16000,1,"Oh, my gosh.",True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/transcriptions/Ses05M_impro06.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/EmoEvaluation/Ses05M_impro06.txt,True,sad,2,0.25,0.5,0.125,IEMOCAP_full_release,3,oh my gosh
iemocap_train_04442,iemocap_08402,Ses05F_impro07_F026,Ses05F_impro07,Ses05,Ses05F,female,exc,happy,123.69,124.93,1.240000000000009,4.0,3.5,3.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_F026.wav,True,1.2399375,16000,1,oh yeah.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/transcriptions/Ses05F_impro07.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/EmoEvaluation/Ses05F_impro07.txt,True,happy,3,0.75,0.625,0.625,IEMOCAP_full_release,2,oh yeah
iemocap_train_04443,iemocap_08403,Ses05F_impro07_F027,Ses05F_impro07,Ses05,Ses05F,female,exc,happy,125.05,126.54,1.490000000000009,4.0,3.5,3.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_F027.wav,True,1.49,16000,1,oh yeah.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/transcriptions/Ses05F_impro07.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/EmoEvaluation/Ses05F_impro07.txt,True,happy,3,0.75,0.625,0.625,IEMOCAP_full_release,2,oh yeah
iemocap_train_02709,iemocap_03959,Ses03F_impro07_M012,Ses03F_impro07,Ses03,Ses03M,male,neu,neutral,67.3201,68.6995,1.379400000000004,4.0,2.5,2.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_impro07/Ses03F_impro07_M012.wav,True,1.3794375,16000,1,oh yeah.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/dialog/transcriptions/Ses03F_impro07.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/dialog/EmoEvaluation/Ses03F_impro07.txt,True,neutral,0,0.75,0.375,0.25,IEMOCAP_full_release,2,oh yeah
iemocap_train_04719,iemocap_09342,Ses05M_impro07_F016,Ses05M_impro07,Ses05,Ses05F,female,neu,neutral,67.67,68.95,1.2800000000000011,4.0,2.0,2.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro07/Ses05M_impro07_F016.wav,True,1.28,16000,1,Oh yeah.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/transcriptions/Ses05M_impro07.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/EmoEvaluation/Ses05M_impro07.txt,True,neutral,0,0.75,0.25,0.25,IEMOCAP_full_release,2,oh yeah
iemocap_train_04437,iemocap_08393,Ses05F_impro07_F017,Ses05F_impro07,Ses05,Ses05F,female,exc,happy,85.88,87.12,1.240000000000009,3.5,2.5,2.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_F017.wav,True,1.2399375,16000,1,okay.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/transcriptions/Ses05F_impro07.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/EmoEvaluation/Ses05F_impro07.txt,True,happy,3,0.625,0.375,0.375,IEMOCAP_full_release,1,okay
